date_captured,substance,url,asin,seller,screenshot
2020-08-25,BPC 157,https://www.amazon.com/Trident-Peptide-BPC-157-5mg/dp/B08CC5SPFY/ref=sr_1_9?dchild=1&m=A2KD7MA1RAXWFK,B08CC5SPFY,Trident Peptide Direct,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-Trident-Peptide-BPC-157-5mg-dp-B08CC5SPFY-ref-sr-1-9-2020-08-25-14_44_54.png
2020-08-25,PT-141,https://www.amazon.com/Trident-Peptide-PT-141-10mg/dp/B08CC5WCVR/ref=sr_1_11?dchild=1&m=A3NHLVMZMCF47R,B08CC5WCVR,(Pharma Grade Peptides),https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-Trident-Peptide-PT-141-10mg-dp-B08CC5WCVR-ref-sr-1-11-2020-08-25-13_56_24.png
2020-08-25,BPC 157,https://www.amazon.com/BPC-157-5mg-Body-Protective-Compound/dp/B08DBVHN61/ref=sr_1_9?dchild=1&m=A2ERT4W6X51QOS,B08DBVHN61,QRC,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BPC-157-5mg-Body-Protective-Compound-dp-B08DBVHN61-ref-sr-1-9-2020-08-25-14_11_02.png
2020-08-25,"TB-500, BPC 157",https://www.amazon.com/TB-500-5mg-BPC-157-Combo-Pack/dp/B08DCSLX8Q/ref=sr_1_8?dchild=1&m=A2ERT4W6X51QOS,B08DCSLX8Q,QRC,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-TB-500-5mg-BPC-157-Combo-Pack-dp-B08DCSLX8Q-ref-sr-1-8-2020-08-25-14_10_12.png
2020-08-25,Ipamorelin,https://www.amazon.com/Trident-Peptide-IPAMO-RELIN-5mg/dp/B08F3DNGPF/ref=sr_1_1?dchild=1&m=A2KD7MA1RAXWFK,B08F3DNGPF,Trident Peptide Direct,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-Trident-Peptide-IPAMO-RELIN-5mg-dp-B08F3DNGPF-ref-sr-1-1-2020-08-25-14_39_55.png
2020-08-25,Epitalon,https://www.amazon.com/Trident-Peptide-EPITALON-10mg/dp/B08F3FSH4N/ref=sr_1_4?dchild=1&m=A2KD7MA1RAXWFK,B08F3FSH4N,Trident Peptide Direct,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-Trident-Peptide-EPITALON-10mg-dp-B08F3FSH4N-ref-sr-1-4-2020-08-25-14_43_29.png
2020-08-25,HGH Fragment 176-191,https://www.amazon.com/Trident-Peptide-HGH-FRAG-176-191/dp/B08F3FSY6W/ref=sr_1_2?dchild=1&m=A2KD7MA1RAXWFK,B08F3FSY6W,Trident Peptide Direct,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-Trident-Peptide-HGH-FRAG-176-191-dp-B08F3FSY6W-ref-sr-1-2-2020-08-28-13_33_12.png
2020-09-02,BPC 157,https://www.amazon.com/PARADIGM-PEPTIDES-Paradigm-Peptides-BPC-157/dp/B08FHDHC8X/ref=sr_1_8?dchild=1&m=A1N7EEU5NCHRLP,B08FHDHC8X,Paradigm Peptides,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-PARADIGM-PEPTIDES-Paradigm-Peptides-BPC-157-dp-B08FHDHC8X-ref-sr-1-8-2020-09-02-12_54_42.png
2020-09-02,PT-141,https://www.amazon.com/PARADIGM-PEPTIDES-Paradigm-Peptides-PT-141/dp/B08FHFD4P2/ref=sr_1_5?dchild=1&m=A1N7EEU5NCHRLP,B08FHFD4P2,Paradigm Peptides,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-PARADIGM-PEPTIDES-Paradigm-Peptides-PT-141-dp-B08FHFD4P2-ref-sr-1-5-2020-09-02-12_52_37.png
2020-08-25,BPC 157,https://www.amazon.com/BEHEMOTHLABZ-BPC-157-5mg/dp/B08FXT89H3/ref=sr_1_60?dchild=1&keywords=BEHEMOTHLABZ,B08FXT89H3,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-BPC-157-5mg-dp-B08FXT89H3-ref-sr-1-60-2020-08-25-14_27_13.png
2020-08-25,BPC 157,https://www.amazon.com/BEHEMOTHLABZ-BPC-157-10mg/dp/B08FYNTW9N/ref=sr_1_59?dchild=1&keywords=BEHEMOTHLABZ,B08FYNTW9N,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-BPC-157-10mg-dp-B08FYNTW9N-ref-sr-1-59-2020-08-25-14_26_54.png
2020-08-25,"TB-500, BPC 157",https://www.amazon.com/BEHEMOTHLABZ-BPC-157-TB-500-5mg-Blend/dp/B08FYP9X44/ref=sr_1_58?dchild=1&keywords=BEHEMOTHLABZ,B08FYP9X44,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-BPC-157-TB-500-5mg-Blend-dp-B08FYP9X44-ref-sr-1-58-2020-08-25-14_26_11.png
2020-08-25,Epitalon,https://www.amazon.com/BEHEMOTHLABZ-Epithalon-Epitalon-50mg/dp/B08FYV1D6Y/ref=sr_1_55?dchild=1&keywords=BEHEMOTHLABZ,B08FYV1D6Y,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-Epithalon-Epitalon-50mg-dp-B08FYV1D6Y-ref-sr-1-55-2020-08-25-14_25_41.png
2020-08-25,Epitalon,https://www.amazon.com/BEHEMOTHLABZ-Epithalon-Epitalon-10mg/dp/B08FYVBGSK/ref=sr_1_54?dchild=1&keywords=BEHEMOTHLABZ,B08FYVBGSK,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-Epithalon-Epitalon-10mg-dp-B08FYVBGSK-ref-sr-1-54-2020-08-25-14_24_55.png
2020-08-25,Epitalon,https://www.amazon.com/BEHEMOTHLABZ-Epithalon-Epitalon-100mg/dp/B08FYWJ4ZQ/ref=sr_1_53?dchild=1&keywords=BEHEMOTHLABZ,B08FYWJ4ZQ,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-Epithalon-Epitalon-100mg-dp-B08FYWJ4ZQ-ref-sr-1-53-2020-08-25-14_24_31.png
2020-08-25,GHRP-2,https://www.amazon.com/BEHEMOTHLABZ-GHRP-2-10mg/dp/B08FZ22KLP/ref=sr_1_52?dchild=1&keywords=BEHEMOTHLABZ,B08FZ22KLP,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-GHRP-2-10mg-dp-B08FZ22KLP-ref-sr-1-52-2020-08-25-14_23_35
2020-08-25,HGH Fragment 176-191,https://www.amazon.com/BEHEMOTHLABZ-HGH-Fragment-176-191-5mg/dp/B08FZCZFH2/ref=sr_1_51?dchild=1&keywords=BEHEMOTHLABZ,B08FZCZFH2,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-HGH-Fragment-176-191-5mg-dp-B08FZCZFH2-ref-sr-1-51-2020-08-25-14_22_52.png
2020-08-25,Epitalon,https://www.amazon.com/BEHEMOTHLABZ-N-Acetyl-Epithalon-Epitalon-100mg/dp/B08FZF2WH3/ref=sr_1_49?dchild=1&keywords=BEHEMOTHLABZ,B08FZF2WH3,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-N-Acetyl-Epithalon-Epitalon-100mg-dp-B08FZF2WH3-ref-sr-1-49-2020-08-25-14_22_16.png
2020-08-25,GHRP-2,https://www.amazon.com/BEHEMOTHLABZ-GHRP-2-5mg/dp/B08FZGBHSM/ref=sr_1_48?dchild=1&keywords=BEHEMOTHLABZ,B08FZGBHSM,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-GHRP-2-5mg-dp-B08FZGBHSM-ref-sr-1-48-2020-08-25-14_21_30.png
2020-08-25,GHRP-6,https://www.amazon.com/BEHEMOTHLABZ-GHRP-6-10mg/dp/B08FZLCVTX/ref=sr_1_47?dchild=1&keywords=BEHEMOTHLABZ,B08FZLCVTX,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-GHRP-6-10mg-dp-B08FZLCVTX-ref-sr-1-47-2020-08-25-14_20_57.png
2020-08-25,GHRP-6,https://www.amazon.com/BEHEMOTHLABZ-GHRP-6-5mg/dp/B08FZLDD7H/ref=sr_1_46?dchild=1&keywords=BEHEMOTHLABZ,B08FZLDD7H,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-GHRP-6-5mg-dp-B08FZLDD7H-ref-sr-1-46-2020-08-25-14_20_01.png
2020-08-25,HGH Fragment 176-191,https://www.amazon.com/BEHEMOTHLABZ-HGH-Fragment-176-191-10mg/dp/B08FZQ7QDL/ref=sr_1_43?dchild=1&keywords=BEHEMOTHLABZ,B08FZQ7QDL,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-HGH-Fragment-176-191-10mg-dp-B08FZQ7QDL-ref-sr-1-43-2020-08-25-14_19_27.png
2020-09-03,Ipamorelin,https://www.amazon.com/BEHEMOTHLABZ-Ipamorelin-5mg/dp/B08G594C3X/ref=sr_1_20?dchild=1&m=A3NHLVMZMCF47R,B08G594C3X,(Pharma Grade Peptides),https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-Ipamorelin-5mg-dp-B08G594C3X-ref-sr-1-20-2020-09-03-15_07_37.png
2020-08-25,Ipamorelin,https://www.amazon.com/BEHEMOTHLABZ-Ipamorelin-5mg/dp/B08G594C3X/ref=sr_1_39?dchild=1&keywords=BEHEMOTHLABZ,B08G594C3X,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-Ipamorelin-5mg-dp-B08G594C3X-ref-sr-1-39-2020-08-25-14_18_28.png
2020-09-03,Melanotan 1,https://www.amazon.com/BEHEMOTHLABZ-Melanotan1-10mg/dp/B08G59QSZ5/ref=sr_1_19?dchild=1&m=A3NHLVMZMCF47R,B08G59QSZ5,(Pharma Grade Peptides),https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-Melanotan1-10mg-dp-B08G59QSZ5-ref-sr-1-19-2020-09-03-15_05_40
2020-08-25,TB-500,https://www.amazon.com/BEHEMOTHLABZ-TB-500-2mg/dp/B08G86Z8C8/ref=sr_1_33?dchild=1&keywords=BEHEMOTHLABZ,B08G86Z8C8,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-TB-500-5mg-dp-B08G8JRHGJ-ref-sr-1-31-2020-08-25-14_15_56.png
2020-08-25,TB-500,https://www.amazon.com/BEHEMOTHLABZ-TB-500-10mg/dp/B08G891ZVW/ref=sr_1_32?dchild=1&keywords=BEHEMOTHLABZ,B08G891ZVW,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-TB-500-10mg-dp-B08G891ZVW-ref-sr-1-32-2020-08-25-14_17_08.png
2020-08-25,TB-500,https://www.amazon.com/BEHEMOTHLABZ-TB-500-5mg/dp/B08G8JRHGJ/ref=sr_1_31?dchild=1&keywords=BEHEMOTHLABZ,B08G8JRHGJ,Three1.aob163,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-BEHEMOTHLABZ-TB-500-5mg-dp-B08G8JRHGJ-ref-sr-1-31-2020-08-25-14_15_56.png
2020-08-25,PT-141,https://www.amazon.com/Trident-Peptide-PT-141-10mg/dp/B08GKLW1C1/ref=sr_1_11?dchild=1&m=A2KD7MA1RAXWFK,B08GKLW1C1,Trident Peptide Direct,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-Trident-Peptide-PT-141-10mg-dp-B08GKLW1C1-ref-sr-1-11-2020-08-25-14_45_55.png
2020-08-25,TB-500,https://www.amazon.com/Trident-Peptide-TB-500-5mg/dp/B08GKMHQ26/ref=sr_1_10?dchild=1&m=A2KD7MA1RAXWFK&,B08GKMHQ26,Trident Peptide Direct,https://raw.githubusercontent.com/the-markup/investigation-amazon-peptides/raw/master/screenshots/screencapture-amazon-Trident-Peptide-TB-500-5mg-dp-B08GKMHQ26-ref-sr-1-10-2020-08-25-14_45_21.png
